record_id,candidate_id,title,doi,final_code,uncertainty_reason,final_docling_status,selected_attempt_status,source_kind,source_file,docling_json,markdown,chunks,chunk_count,figure_count,figures_manifest,manifest,output_root,attempt_count,notes
rec_000031,full_2026-07-06__rec_000031,CLAMP: predicting specific protein-mediated chromatin loops in diverse species with a chromatin accessibility language model.,10.1186/s13059-026-03948-9,none,generative_status_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000031__CLAMP_predicting_specific_protein-mediated_chromatin_loops_in_diverse_/full_text_09_europepmc_Europe_PMC.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_000031.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000031.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_000031.jsonl,124,13,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_000031/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_000106,full_2026-07-06__rec_000106,CELLama: Foundation Model for Single Cell and Spatial Transcriptomics by Cell Embedding Leveraging Language Model Abilities.,10.1002/advs.202513210,none,generative_status_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000106__CELLama_Foundation_Model_for_Single_Cell_and_Spatial_Transcriptomics_b/full_text_09_europepmc_Europe_PMC.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_000106.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000106.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_000106.jsonl,103,32,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_000106/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_000129,full_2026-07-06__rec_000129,Genos: a human-centric genomic foundation model.,10.1093/gigascience/giaf132,none,generative_status_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000129__Genos_a_human-centric_genomic_foundation_model./full_text_09_europepmc_Europe_PMC.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_000129.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000129.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_000129.jsonl,92,10,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_000129/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_000149,full_2026-07-06__rec_000149,Predicting functional constraints across evolutionary timescales with phylogeny-informed genomic language models.,10.1101/2025.09.21.677619,none,generative_status_unclear,docling_ok,ok,pdf,data/full_text_problem_retry_2026-07-08/biorxiv_chrome_download_fixed/rec_000149_2025.09.21.677619v1.full.pdf,data/docling_uncertain_biorxiv_chrome_no_vlm_2026-07-08/documents/rec_000149_2025_09_21_677619v1_full.docling.json,data/docling_uncertain_biorxiv_chrome_no_vlm_2026-07-08/markdown/rec_000149_2025_09_21_677619v1_full.md,data/docling_uncertain_biorxiv_chrome_no_vlm_2026-07-08/chunks/rec_000149_2025_09_21_677619v1_full.jsonl,263,27,data/docling_uncertain_biorxiv_chrome_no_vlm_2026-07-08/figures/rec_000149_2025_09_21_677619v1_full/figures_manifest.json,data/docling_uncertain_biorxiv_chrome_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_biorxiv_chrome_no_vlm_2026-07-08,2,
rec_000324,full_2026-07-06__rec_000324,EpiGePT: a pretrained transformer-based language model for context-specific human epigenomics.,10.1186/s13059-024-03449-7,none,generative_status_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000324__EpiGePT_a_pretrained_transformer-based_language_model_for_context-spec/full_text_01_openalex_pdf_url.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_000324.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000324.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_000324.jsonl,157,8,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_000324/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_000405,full_2026-07-06__rec_000405,Multimodal Learning for Mapping the Genotype-Phenotype Dynamics.,10.21203/rs.3.rs-4355413/v1,none,generative_status_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000405__Multimodal_Learning_for_Mapping_the_Genotype-Phenotype_Dynamics./full_text_05_openalex_pdf_url.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_000405.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000405.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_000405.jsonl,92,14,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_000405/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_000483,full_2026-07-06__rec_000483,EpiGePT: a Pretrained Transformer model for epigenomics.,10.1101/2023.07.15.549134,none,generative_status_unclear,docling_ok,ok,pdf,data/full_text_missing_uncertain_retry_2026-07-08/standard_retry/run__rec_000483__EpiGePT_a_Pretrained_Transformer_model_for_epigenomics./full_text_05_openalex_content_pdf.pdf,data/docling_uncertain_no_vlm_retry_2026-07-08/documents/run_rec_000483.docling.json,data/docling_uncertain_no_vlm_retry_2026-07-08/markdown/run_rec_000483.md,data/docling_uncertain_no_vlm_retry_2026-07-08/chunks/run_rec_000483.jsonl,118,6,data/docling_uncertain_no_vlm_retry_2026-07-08/figures/run_rec_000483/figures_manifest.json,data/docling_uncertain_no_vlm_retry_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_retry_2026-07-08,1,
rec_000696,full_2026-07-06__rec_000696,Deciphering enzymatic potential in metagenomic reads through DNA language models,10.1093/nar/gkaf836,none,generative_status_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000696__Deciphering_enzymatic_potential_in_metagenomic_reads_through_DNA_langu/full_text_09_europepmc_Europe_PMC.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_000696.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000696.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_000696.jsonl,118,9,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_000696/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_000711,full_2026-07-06__rec_000711,PTM-Mamba: a PTM-aware protein language model with bidirectional gated Mamba blocks,10.1038/s41592-025-02656-9,none,generative_status_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000711__PTM-Mamba_a_PTM-aware_protein_language_model_with_bidirectional_gated_/full_text_01_openalex_pdf_url.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_000711.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000711.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_000711.jsonl,46,5,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_000711/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_000720,full_2026-07-06__rec_000720,A foundation language model to decipher diverse regulation of RNAs,10.1186/s13059-025-03752-x,none,generative_status_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000720__A_foundation_language_model_to_decipher_diverse_regulation_of_RNAs/full_text_01_openalex_pdf_url.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_000720.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000720.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_000720.jsonl,128,8,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_000720/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_000827,full_2026-07-06__rec_000827,Multimodal learning enables chat-based exploration of single-cell data,10.1038/s41587-025-02857-9,none,foundation_model_evidence_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000827__Multimodal_learning_enables_chat-based_exploration_of_single-cell_data/full_text_01_openalex_pdf_url.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_000827.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000827.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_000827.jsonl,173,23,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_000827/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_000882,full_2026-07-06__rec_000882,Transformer model generated bacteriophage genomes are compositionally distinct from natural sequences,10.1093/nargab/lqae129,none,foundation_model_evidence_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000882__Transformer_model_generated_bacteriophage_genomes_are_compositionally_/full_text_09_europepmc_Europe_PMC.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_000882.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000882.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_000882.jsonl,87,4,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_000882/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_000981,full_2026-07-06__rec_000981,DNA language models are powerful predictors of genome-wide variant effects,10.1073/pnas.2311219120,none,generative_status_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/batch_000_049/full_2026-07-06__rec_000981__DNA_language_models_are_powerful_predictors_of_genome-wide_variant_eff/full_text_10_europepmc_Europe_PMC.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_000981.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000981.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_000981.jsonl,63,10,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_000981/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_001187,full_2026-07-06__rec_001187,Precious3GPT: Multimodal Multi-Species Multi-Omics Multi-Tissue Transformer for Aging Research and Drug Discovery,10.1101/2024.07.25.605062,none,generative_status_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/openalex_content_pass_26/full_2026-07-06__rec_001187__Precious3GPT_Multimodal_Multi-Species_Multi-Omics_Multi-Tissue_Transfo/full_text_05_openalex_content_pdf.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_001187.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001187.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_001187.jsonl,128,13,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_001187/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_001200,full_2026-07-06__rec_001200,Systematic discovery of single-cell protein networks in cancer with Shusi,10.1101/2025.04.27.649905,none,foundation_model_evidence_unclear,docling_ok,ok,pdf,data/full_text_problem_retry_2026-07-08/biorxiv_chrome_download_fixed/rec_001200_2025.04.27.649905v1.full.pdf,data/docling_uncertain_biorxiv_chrome_no_vlm_2026-07-08/documents/rec_001200_2025_04_27_649905v1_full.docling.json,data/docling_uncertain_biorxiv_chrome_no_vlm_2026-07-08/markdown/rec_001200_2025_04_27_649905v1_full.md,data/docling_uncertain_biorxiv_chrome_no_vlm_2026-07-08/chunks/rec_001200_2025_04_27_649905v1_full.jsonl,121,6,data/docling_uncertain_biorxiv_chrome_no_vlm_2026-07-08/figures/rec_001200_2025_04_27_649905v1_full/figures_manifest.json,data/docling_uncertain_biorxiv_chrome_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_biorxiv_chrome_no_vlm_2026-07-08,2,
rec_001277,full_2026-07-06__rec_001277,WITHDRAWN: OKR-Cell: Open World Knowledge Aided Single-Cell Foundation Model with Robust Cross-Modal Cell-Language Pre-training,10.64898/2026.01.09.698573,none,mixed_signals,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001277__WITHDRAWN_OKR-Cell_Open_World_Knowledge_Aided_Single-Cell_Foundation_M/full_text_01_arxiv_pdf.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_001277.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001277.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_001277.jsonl,143,7,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_001277/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_001313,full_2026-07-06__rec_001313,PlantBiMoE: A Bidirectional Foundation Model with Sparsemoe for Plant Genomes,10.1109/BIBM66473.2025.11356776,none,generative_status_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/retry_batch_000_029/full_2026-07-06__rec_001313__PlantBiMoE_A_Bidirectional_Foundation_Model_with_Sparsemoe_for_Plant_G/full_text_04_openalex_title_pdf_url.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_001313.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001313.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_001313.jsonl,47,4,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_001313/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_001343,full_2026-07-06__rec_001343,A General Single-Cell Analysis Framework via Conditional Diffusion Generative Models,10.1101/2023.10.13.562243,none,mixed_signals,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/openalex_content_pass_26/full_2026-07-06__rec_001343__A_General_Single-Cell_Analysis_Framework_via_Conditional_Diffusion_Gen/full_text_05_openalex_content_pdf.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_001343.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001343.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_001343.jsonl,103,7,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_001343/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_001402,full_2026-07-06__rec_001402,Decoding the ERS-CAF immunoregulatory axis via multimodal AI and its pan-cancer prognostic and therapeutic predictive value.,10.1038/s41746-026-02388-w,none,text_component_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001402__Decoding_the_ERS-CAF_immunoregulatory_axis_via_multimodal_AI_and_its_p/full_text_01_openalex_pdf_url.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_001402.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001402.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_001402.jsonl,126,34,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_001402/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_001425,full_2026-07-06__rec_001425,Zygosity-Aware DNA Language Modeling Improves Ancestry and Gene Expression Prediction,10.1101/2025.11.19.689326,none,generative_status_unclear,docling_ok,ok,pdf,data/full_text_missing_uncertain_retry_2026-07-08/standard_retry/run__rec_001425__Zygosity-Aware_DNA_Language_Modeling_Improves_Ancestry_and_Gene_Expres/full_text_05_openalex_content_pdf.pdf,data/docling_uncertain_no_vlm_retry_2026-07-08/documents/run_rec_001425.docling.json,data/docling_uncertain_no_vlm_retry_2026-07-08/markdown/run_rec_001425.md,data/docling_uncertain_no_vlm_retry_2026-07-08/chunks/run_rec_001425.jsonl,60,8,data/docling_uncertain_no_vlm_retry_2026-07-08/figures/run_rec_001425/figures_manifest.json,data/docling_uncertain_no_vlm_retry_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_retry_2026-07-08,1,
rec_001609,full_2026-07-06__rec_001609,DNACSE: Enhancing Genomic LLMs with Contrastive Learning for DNA Barcode Identification †,10.1101/2025.10.27.684901,none,generative_status_unclear,docling_ok,ok,pdf,data/full_text_problem_retry_2026-07-08/biorxiv_chrome_download_fixed/rec_001609_2025.10.27.684901v1.full.pdf,data/docling_uncertain_biorxiv_chrome_no_vlm_2026-07-08/documents/rec_001609_2025_10_27_684901v1_full.docling.json,data/docling_uncertain_biorxiv_chrome_no_vlm_2026-07-08/markdown/rec_001609_2025_10_27_684901v1_full.md,data/docling_uncertain_biorxiv_chrome_no_vlm_2026-07-08/chunks/rec_001609_2025_10_27_684901v1_full.jsonl,125,10,data/docling_uncertain_biorxiv_chrome_no_vlm_2026-07-08/figures/rec_001609_2025_10_27_684901v1_full/figures_manifest.json,data/docling_uncertain_biorxiv_chrome_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_biorxiv_chrome_no_vlm_2026-07-08,2,
rec_001668,full_2026-07-06__rec_001668,Decoding Alzheimer's Disease One Cell Class at a Time.,10.1007/s10571-026-01685-y,none,paper_type_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001668__Decoding_Alzheimer_s_Disease_One_Cell_Class_at_a_Time./full_text_07_europepmc_Europe_PMC.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_001668.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001668.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_001668.jsonl,253,31,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_001668/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_001719,full_2026-07-06__rec_001719,scFormer: A Universal Representation Learning Approach for Single-Cell Data Using Transformers,10.1101/2022.11.20.517285,none,generative_status_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/openalex_content_pass_26/full_2026-07-06__rec_001719__scFormer_A_Universal_Representation_Learning_Approach_for_Single-Cell_/full_text_05_openalex_content_pdf.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_001719.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001719.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_001719.jsonl,80,3,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_001719/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_001774,full_2026-07-06__rec_001774,Mamba: Linear-Time Sequence Modeling with Selective State Spaces,,none,text_bio_bridge_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/retry_batch_030_059/full_2026-07-06__rec_001774__Mamba_Linear-Time_Sequence_Modeling_with_Selective_State_Spaces/full_text_01_openalex_title_pdf_url.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_001774.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001774.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_001774.jsonl,232,11,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_001774/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_001784,full_2026-07-06__rec_001784,Self-supervised learning on millions of pre-mRNA sequences improves sequence-based RNA splicing prediction,10.1101/2023.01.31.526427,none,generative_status_unclear,docling_ok,ok,pdf,data/full_text_missing_uncertain_retry_2026-07-08/standard_retry/run__rec_001784__Self-supervised_learning_on_millions_of_pre-mRNA_sequences_improves_se/full_text_05_openalex_content_pdf.pdf,data/docling_uncertain_no_vlm_retry_2026-07-08/documents/run_rec_001784.docling.json,data/docling_uncertain_no_vlm_retry_2026-07-08/markdown/run_rec_001784.md,data/docling_uncertain_no_vlm_retry_2026-07-08/chunks/run_rec_001784.jsonl,92,6,data/docling_uncertain_no_vlm_retry_2026-07-08/figures/run_rec_001784/figures_manifest.json,data/docling_uncertain_no_vlm_retry_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_retry_2026-07-08,1,
rec_001795,full_2026-07-06__rec_001795,The Language of Cancer: Decoding Cancer Signatures with Language Models and cfRNA Sequencing,10.1101/2024.06.29.601341,none,foundation_model_evidence_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/browser_manual_pass/full_2026-07-06__rec_001795__the_language_of_cancer_decoding_cancer_signatures_with_language_/full_text_browser_biorxiv_2024.06.29.601341v2.full.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_001795.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001795.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_001795.jsonl,92,38,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_001795/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_001830,full_2026-07-06__rec_001830,Rethinking Genomic Modeling Through Optical Character Recognition,,none,foundation_model_evidence_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/retry_batch_030_059/full_2026-07-06__rec_001830__Rethinking_Genomic_Modeling_Through_Optical_Character_Recognition/full_text_03_openalex_title_pdf_url.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_001830.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001830.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_001830.jsonl,295,17,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_001830/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_001833,full_2026-07-06__rec_001833,Generation of Multimodal Longitudinal Synthetic Data By Artificial Intelligence to Improve Personalized Medicine in Hematology,10.1182/blood-2024-209541,none,foundation_model_evidence_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/openalex_content_pass_26/full_2026-07-06__rec_001833__Generation_of_Multimodal_Longitudinal_Synthetic_Data_By_Artificial_Int/full_text_01_openalex_content_pdf.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_001833.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001833.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_001833.jsonl,20,3,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_001833/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_001858,full_2026-07-06__rec_001858,Central Dogma Transformer: Towards Mechanism-Oriented AI for Cellular Understanding,10.48550/arXiv.2601.01089,none,generative_status_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/batch_050_099/full_2026-07-06__rec_001858__Central_Dogma_Transformer_Towards_Mechanism-Oriented_AI_for_Cellular_U/full_text_01_arxiv_pdf.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_001858.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001858.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_001858.jsonl,150,7,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_001858/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
rec_001881,full_2026-07-06__rec_001881,"End-to-end multitask learning, from protein language to protein features without alignments",10.1101/864405,none,generative_status_unclear,docling_ok,ok,pdf,data/full_text_downloads_2026-07-07/openalex_content_pass_26/full_2026-07-06__rec_001881__End-to-end_multitask_learning_from_protein_language_to_protein_feature/full_text_05_openalex_content_pdf.pdf,data/docling_uncertain_no_vlm_2026-07-08/documents/full_2026_07_06_rec_001881.docling.json,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001881.md,data/docling_uncertain_no_vlm_2026-07-08/chunks/full_2026_07_06_rec_001881.jsonl,63,2,data/docling_uncertain_no_vlm_2026-07-08/figures/full_2026_07_06_rec_001881/figures_manifest.json,data/docling_uncertain_no_vlm_2026-07-08/manifests/docling_smoke_manifest.json,data/docling_uncertain_no_vlm_2026-07-08,1,
